Asset Tag,Model,Serial,Username,Active Directory Last Logon,Success
D07897,Optiplex 7060,F3R2FX2,jcm17024,2/7/2020 3:31:37 PM,Success
D07898,Optiplex 7060,31D9FX2,jcm17024,2/10/2020 8:17:33 PM,Success
C06061,Macbook Pro A1707,C02VP6GUHTD6,sns10006,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W61774,iMac,D25M90LQF8J8,dua19001,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D00374,Optiplex 7020,60K5R52,yng16001,2/9/2020 5:02:36 PM,Success
D03956,Optiplex 7050,42V30M2,mok03003,10/9/2019 6:06:35 AM,Success
C03809,Optiplex 7050,5XM4JH2,arc02002,10/10/2019 6:55:14 PM,Success
D00996,XPS 15 9570,2716P72,arc02002,1/31/2020 9:44:06 AM,Success
W62741,MacBook Pro A1502,C02N84TTG3QC,pbd10002,12/5/2019 6:29:28 AM,Success
W55231,MacBook Pro A1502,C02GK2SMDRJM,srg02005,2/10/2020 9:22:43 AM,Success
C10009,Optiplex 7040,1F0WDB2,jpd98001,10/8/2019 11:30:03 AM,Success
C10010,Latitude 7480,3Y1MWF2,jpd98001,2/10/2020 8:31:29 AM,Success
W54296,OptiPlex 990,G5WY1R1,hev00001,2/5/2020 7:48:37 PM,Success
AC6978,VersaLink B600 DN,9XA393324,,,Success
AC4941,VersaLink C600 DN,9RA682510x,,,Success
W41228,iMac,W8752OUSZCT,yiz00003,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D07819,Latitude 7490,9LZZYW2,jmr06005,2/9/2020 12:38:29 PM,Success
AC6983,VersaLink B600 DN,9XA393329,,,Success
AC6664,VersaLink B600 DN,9XA392759,,,Success
AC6997,VersaLink C600 DN,9RA683068,,,Success
W55171,"Macbook Air A1932 (13"")",C02G43DPDJWV,hev00001,8/1/2019 8:03:55 AM,Success
C10011,Optiplex 7010,2Q8XZ12,ndg08001,1/21/2020 7:20:29 PM,Success
C10012,Vostro 220,GM2Q5J1,cap19008,10/28/2019 10:13:56 PM,Success
C10013,Optiplex 7010,8LM9P22,mar05011,1/21/2020 2:35:42 AM,Success
W62570,Optiplex 7010,6652Z12,ans19025,8/2/2019 12:59:54 PM,Success
C10014,Optiplex 7040,88MKQD2,ryb18002,2/10/2020 3:30:11 PM,Success
C10015,Optiplex 790,37QVKS1,ryb18002,8/2/2019 10:19:25 AM,Success
C10016,Optiplex 7010,761ZGX1,lrb02004,1/21/2020 2:32:28 PM,Success
D01018,Latitude 7450,55MBP72,jmf05007,2/11/2020 1:43:19 AM,Success
D08106,Latitude 5500,F4VY6Y2,cac06008,2/1/2020 8:48:39 AM,Success
D08102,Latitude 5500,2BNY6Y2,cac06008,2/4/2020 6:57:08 PM,Success
D08093,Latitude 5500,BF6Z6Y2,cac06008,2/4/2020 9:11:00 PM,Success
D08104,Latitude 5500,DR0Z6Y2,cac06008,1/5/2020 10:23:34 PM,Success
D08097,Latitude 5500,HT0Z6Y2,cac06008,1/25/2020 7:59:35 PM,Success
D08098,Latitude 5500,J96Z6Y2,cac06008,2/4/2020 7:16:08 PM,Success
D08092,Latitude 5500,5HNY6YZ,cac06008,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D08105,Latitude 5500,12VY6Y2,cac06008,2/4/2020 4:22:49 PM,Success
D08101,Latitude 5500,G2VY6Y2,cac06008,2/3/2020 4:41:54 PM,Success
D08099,Latitude 5500,7Q0Z6Y2,cac06008,2/4/2020 10:30:04 PM,Success
D08100,Latitude 5500,80W86Y2,cac06008,2/4/2020 1:22:07 PM,Success
D08094,Latitude 5500,5QWB6Y2,cac06008,2/4/2020 2:12:00 PM,Success
D08095,Latitude 5500,5H6Z6Y2,cac06008,2/4/2020 2:52:40 AM,Success
D08096,Latitude 5500,DSHG6Y2,cac06008,2/3/2020 1:18:14 PM,Success
D08103,Latitude 5500,CS0Z6YZ,cac06008,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01129,Optiplex 7020,6YCMFB2 ,eam13020,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W60348,Optiplex 7010,8SPLCZ1,elm19017,1/21/2020 8:57:23 PM,Success
D07939,Optiplex 7060,D0PSFX2,lap02007,8/8/2019 9:46:13 AM,Success
D00824,Optiplex 7020,2NN9382,ril02005,2/9/2020 8:50:31 PM,Success
D08112,Latitude 7490,B7J76Y2,mbs19004,1/27/2020 2:06:25 PM,Success
D06445,Latitude 7490,9WSCTQ2,ncb02002,2/9/2020 10:58:54 AM,Success
C01182,XPS 15,520QJ72,rio11003,8/6/2019 10:08:41 AM,Success
D02459,Optiplex 7040,2VFCRD2,slr02009,2/11/2020 1:11:40 AM,Success
W49416,iMac,QP0120MCB9S,slr02009,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W63999,iMac,D25M91CNF8JC,slr02009,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01215,Optiplex 7040,6BXYFB2,slr02009,12/26/2019 11:26:35 AM,Success
W57295,Optiplex 9010,GYK0ZV1,slr02009,2/9/2020 9:03:39 PM,Success
C03831,Optiplex 7050,5XQVHH2,slr02009,10/9/2019 1:48:36 AM,Success
C03825,Optiplex 7050,5XPVHH2,slr02009,10/9/2019 1:09:35 AM,Success
W54950,OptiPlex 990,BCD5XQ1,,8/12/2019 11:51:44 PM,Success
W57945,Optiplex 7010,9TZ5RW1,slr02009,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C03838,Optiplex 7050,5XGVHH2,slr02009,10/9/2019 1:40:58 AM,Success
C10017,Apple Macbook Air A1466 (#A1466),C1MQV6UEG944,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
C10018,Optiplex 9020,DMPNC42,slp02008,2/9/2020 4:57:24 AM,Success
C01192,Apple Macbook Air A1466 (#A1466),C02FM9UDDDQX,jil10003,12/31/1600 7:00:00 PM,Success
D07111,Optiplex 7060,G9JWHV2,jar12025,2/10/2020 8:41:43 PM,Success
D07113,Optiplex 7060,G9JYHV2,jar12025,2/11/2020 1:50:02 AM,Success
W60235,Latitude E6430,8TP8XY1,elb05006,1/13/2020 12:49:24 PM,Success
C11527,Surface Pro 6,011803192353,amd97002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D08118,Latitude 7490,35ND7Y2,tel19005,2/10/2020 12:37:06 AM,Success
C09967,Optiplex 7010,DWCQSW1,miw17019,1/30/2020 3:44:27 PM,Success
W63324,Surface Pro,,cac02019,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W57698,Optiplex 9010,362PPW1,jfh02003,2/9/2020 8:56:44 PM,Success
D04234,Latitude 5580,F1GSHM2,law15111,2/7/2020 12:32:20 AM,Success
W61777,Latitude E6540,7V6LD12,law15111,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01355,Latitude 7450,9QMVQ72,gjm02005,2/7/2020 5:12:23 PM,Success
W58956,XPS 12 9Q23,82VJ3X1,glk02001,11/21/2019 1:01:12 PM,Success
W58958,XPS 12 9Q23,DQFJ3X1,glk02001,11/27/2019 8:58:13 AM,Success
C06452,Macbook Pro A1398,C02VV1YQG8GN,ans15103,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D08128,Optiplex 7060,GMY34Y2,smv12005,2/9/2020 8:36:28 PM,Success
W58336,Latitude E6230,CMG5CW1,vig11002,11/19/2019 11:23:37 AM,Success
W58335,Latitude E6230,J1L5CW1,vig11002,1/21/2020 1:57:38 AM,Success
AC6980,VersaLink B600 DN,9XA393245,,,Success
AC6981,VersaLink B600 DN,,,,Success
D00384,Optiplex 7020,FWFBR52,mar05011,10/10/2019 3:39:32 AM,Success
D02164,Optiplex 7040,DJRZHB2,kaw19015,2/10/2020 6:44:09 PM,Success
C10019,Optiplex 9020,1JK2W52,dhl18002,2/11/2020 12:06:05 AM,Success
D01327,Latitude E7470,FZL5Q72,,,Success
D01327,Latitude E7470,FZL5Q72,,,Success
W57699,Optiplex 9010,360QPW1,jng02002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W57687,Optiplex 9010,360PPW1,tlo02001,2/7/2020 3:42:07 PM,Success
D04232,Latitude 5580,92GSHM2,kcs02004,2/5/2020 3:55:56 PM,Success
D04425,Optiplex 7050,1Y1VXM2,pac16109,10/8/2019 10:09:50 AM,Success
c00045,MacBook Pro A1398,C02MW80WFD56,mas16159,11/16/2019 12:02:08 PM,Success
W62039,Latitude E6440,20W4F12,,9/5/2019 3:19:06 PM,Success
D00975,Latitude E5450,1JGZM72,dhj16102,2/3/2020 8:27:25 PM,Success
C03818,Optiplex 7050,5XNTHH2,som14002,10/7/2019 4:04:26 PM,Success
C10020,Optiplex 7040,CFPBGB2,slr02009,2/9/2020 6:38:03 AM,Success
C10021,Optiplex 7040,CFR8GB2,slr02009,2/10/2020 6:30:05 PM,Success
D01003,Latitude E5450,D3WQN72,vas16102,1/26/2020 6:27:25 AM,Success
D01364,Latitude 7450,7T23R72,,12/20/2019 10:17:00 AM,Success
D02822,Latitude E7470,3S16SF2,prg17002,2/10/2020 4:06:43 PM,Success
D01356,Latitude 7450,H9ZVQ72,elt17001,2/10/2020 9:15:10 PM,Success
D08133,Optiplex 7060,85KMNY2,,2/10/2020 6:36:14 PM,Success
C03840,Optiplex 7050,5XH3JH2,,,Success
C03840,Optiplex 7050,5XH3JH2,,,Success
D02160,Optiplex 7040,DJQYHB2,,,Success
D02160,Optiplex 7040,DJQYHB2,,,Success
C02918,Surface Pro 4,,tim12003,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D01257,Optiplex 7040,6C3XFB2,brw10004,2/9/2020 8:32:08 PM,Success
W56563,Latitude E6520,258MKV1,tfm08002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W40648,E7270,JRYLXB1,tfm08002,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
